,DNN,HGEN,ICLN,OCGN,VGT,VUZI,XLV,^NBI,price%_DNN,price%_HGEN,price%_ICLN,price%_OCGN,price%_VGT,price%_VUZI,price%_XLV,price%_^NBI,RSI_DNN,RSI_HGEN,RSI_ICLN,RSI_OCGN,RSI_VGT,RSI_VUZI,RSI_XLV,RSI_^NBI,sma_DNN,sma_HGEN,sma_ICLN,sma_OCGN,sma_VGT,sma_VUZI,sma_XLV,sma_^NBI,profit_DNN,profit_HGEN,profit_ICLN,profit_OCGN,profit_VGT,profit_VUZI,profit_XLV,profit_^NBI
2015-10-02,0.4000000059604645,10.600000381469728,9.489999771118164,238.67999267578125,101.56999969482422,4.590000152587891,68.29000091552734,3302.89990234375,0.052631607841587165,0.10994766175539401,0.03489636773847754,-0.003007523972680129,0.015192369782138806,0.0065789934615795255,0.020777269924437063,0.03275331150776717,39.97001943833953,41.052626624145965,53.1754910127854,21.43023491668126,48.725080846031226,46.54071935647168,45.71570700917206,41.48112441521456,0.6197408841553635,0.5705246285029416,0.8928137025736981,0.7290625185592546,0.9763475457425459,0.823170837236855,0.990868512743662,1.0089264108122584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-10-05,0.4399999976158142,11.199999809265137,9.699999809265137,264.0,103.58999633789062,4.920000076293945,68.47000122070312,3280.510009765625,0.09999997764825855,0.056603717566302225,0.022128560928535122,0.10608349296630408,0.019887729143798952,0.07189540582476828,0.0026358222691845643,-0.006778858954289547,51.82244962073981,43.86848830955798,57.8640875488451,34.26782812317213,54.8383723359405,53.237713069775175,46.44606690786111,40.6146562995321,0.6206434313625433,0.5769801411746748,0.8911122821759888,0.7278096293214544,0.9754408618632012,0.8191898695368899,0.989121693803751,1.0050655366125734,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2015-10-06,0.449999988079071,11.399999618530272,9.789999961853027,262.20001220703125,103.83000183105467,5.230000019073486,66.86000061035156,3156.719970703125,0.022727251176006293,0.017857126131349238,0.00927836642861841,-0.006818135579427083,0.0023168790582943606,0.06300811747406568,-0.023513956209259567,-0.037734998123460727,54.25417770260444,44.81479722483343,59.725359605301,33.844471548453214,55.51698129487184,58.497449963739534,41.11732083957973,36.12210090404855,0.6231250416435937,0.5852024493557542,0.8899863211451826,0.7264841309239436,0.9748570013593072,0.8170713610865583,0.9871879282805304,1.001080867943263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-07,0.4900000095367431,11.5,9.979999542236328,264.0,104.38999938964844,5.329999923706055,67.93000030517578,3221.02001953125,0.08888893892735744,0.008771963580347973,0.019407515947256256,0.006864941682563663,0.005393407962228059,0.01912044058659176,0.01600358487969497,0.020369259682480757,62.42420944977691,45.311253405342285,63.40090568767853,34.7130929127775,57.1354270197892,60.05814885586545,45.58552322253236,39.84428490775608,0.6260799132078163,0.5931431692729358,0.8887991497377791,0.724803196927687,0.9741575025155161,0.8148703559412025,0.9850973276226568,0.9968938536442103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-10-08,0.5099999904632568,11.550000190734863,10.079999923706056,282.6000061035156,104.9000015258789,5.349999904632568,68.12999725341797,3211.419921875,0.04081628681073324,0.0043478426725968074,0.010020078763182002,0.07045456857392282,0.004885545925973458,0.003752341690955839,0.0029441623339275793,-0.002980452651035397,65.72074470370389,45.57489398051344,65.20098188469488,43.03630107810145,58.61230847295752,60.37905926354543,46.4041776426312,39.47444626008077,0.6289700003555794,0.6006316414658863,0.8873534711231074,0.7242083396357184,0.9734745798768574,0.8130316299146062,0.9829663855564348,0.9928414850418709,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2015-10-09,0.5299999713897705,11.5,10.140000343322754,264.0,105.4499969482422,5.300000190734863,68.44000244140625,3229.489990234375,0.0392156496088299,-0.004329020771356545,0.005952422626074528,-0.06581742994266777,0.0052430449414970805,-0.009345741082053159,0.004550201093289033,0.005626815800789054,68.67983565396112,45.33951060210949,66.2728408073406,37.84098707233829,60.20470290131866,59.10064832014192,47.71720928131312,40.5922313800101,0.6317934772895498,0.6097489992312939,0.8864506817266128,0.7230793489709195,0.9728328207918837,0.8104254693368204,0.980821650058423,0.9886006252757557,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2015-10-12,0.5,10.899999618530272,10.0,265.20001220703125,105.54000091552734,5.150000095367432,68.62000274658203,3231.47998046875,-0.05660372265889812,-0.05217394621475899,-0.013806739505186004,0.00454550078420928,0.0008535227111416466,-0.02830190376778715,0.0026300452769545918,0.0006161933433429157,60.27481535938932,42.50269478315047,61.511935675402775,38.35801114879104,60.4727206963763,55.316668162081065,48.5060501820053,40.72206538349034,0.6330856790807665,0.6186583174585896,0.8854114572799555,0.7208793256560866,0.972294026024223,0.8082937558479221,0.9786269371989024,0.9842297264133834,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2015-10-13,0.5099999904632568,10.350000381469728,9.90999984741211,264.6000061035156,105.0500030517578,5.210000038146973,67.76000213623047,3127.3798828125,0.019999980926513672,-0.05045864736779723,-0.009000015258789063,-0.0022624663495385655,-0.0046427691824802286,0.011650474110381597,-0.012532797667286587,-0.03221437183130855,61.94654868349352,40.0301896409353,58.59764458773101,38.18697943276661,58.1755686961722,56.51597504499871,45.01170111072353,36.2579690533854,0.6342130442143782,0.6269316845297034,0.884300892391043,0.7191033315050405,0.9718254466318479,0.806694706847254,0.9763025754833415,0.9795118040022439,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2015-10-14,0.5299999713897705,10.100000381469728,10.0600004196167,258.0,104.9800033569336,5.0,67.62999725341797,3155.110107421875,0.0392156496088299,-0.024154588481715526,0.01513628400748774,-0.024943333149182168,-0.0006663464330383305,-0.04030710875419932,-0.0019186080093552408,0.008866919161875784,65.10903553656406,38.92184019790824,61.84244801728682,36.27115666713758,57.83756080673014,51.3237188288428,44.48993278314532,38.20140094161241,0.6369496623900962,0.635344398515484,0.8835577795919356,0.7169833121836481,0.9714462973239189,0.8059124750209147,0.9739778001911142,0.9748552599993042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-15,0.5400000214576721,10.699999809265137,10.270000457763672,276.0,106.22000122070312,5.210000038146973,69.13999938964844,3293.72998046875,0.018868020014566025,0.05940588169642206,0.020874754412284008,0.06976744186046512,0.011811752944544304,0.04200000762939453,0.02232740200435472,0.04393503501535324,66.6035240945028,43.00083423238164,65.87472738722288,44.45566582195399,62.04453623845529,55.70613071936263,51.51940627262825,46.91455999466104,0.6398459516906688,0.6451319419325805,0.8826403838693752,0.7151007387552377,0.9710156514412945,0.8059014015226965,0.9717710656730493,0.9705657401256927,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
