Date,vuzi,negative,neutral,positive,signal
2020-07-21,4.409999847412109,0.081081081,0.432432432,0.486486486,0.405405405
2020-07-22,4.210000038146973,0.054794521,0.602739726,0.342465753,0.287671232
2020-07-23,4.079999923706055,0.036363636,0.418181818,0.545454545,0.509090909
2020-07-24,3.890000104904175,0.0,0.428571429,0.571428571,0.571428571
2020-07-27,3.8499999046325684,0.03125,0.53125,0.4375,0.40625
2020-07-28,3.869999885559082,0.052631579,0.526315789,0.421052632,0.368421053
2020-07-29,4.110000133514404,0.0,0.526315789,0.473684211,0.473684211
2020-07-30,4.119999885559082,0.04,0.44,0.52,0.48000000000000004
2020-07-31,4.119999885559082,0.058823529,0.529411765,0.411764706,0.352941177
2020-08-03,4.159999847412109,0.0,0.705882353,0.294117647,0.294117647
2020-08-04,4.349999904632568,0.0,0.666666667,0.333333333,0.333333333
2020-08-05,4.110000133514404,0.033333333,0.5,0.466666667,0.43333333399999996
2020-08-06,4.139999866485596,0.333333333,0.466666667,0.2,-0.133333333
2020-08-07,4.0,0.0,0.571428571,0.428571429,0.428571429
2020-08-10,3.880000114440918,0.022727273,0.5,0.477272727,0.454545454
2020-08-11,3.4800000190734863,0.060606061,0.636363636,0.303030303,0.242424242
2020-08-12,3.4600000381469727,0.153846154,0.282051282,0.564102564,0.41025641
2020-08-13,3.440000057220459,0.026315789,0.184210526,0.789473684,0.763157895
2020-08-14,3.509999990463257,0.0,0.384615385,0.615384615,0.615384615
2020-08-17,3.4100000858306885,0.0,0.307692308,0.692307692,0.692307692
2020-08-18,3.369999885559082,0.0,0.642857143,0.357142857,0.357142857
2020-08-19,3.390000104904175,0.0,0.5,0.5,0.5
2020-08-20,3.6700000762939453,0.0,0.583333333,0.416666667,0.416666667
2020-08-21,4.309999942779541,0.102040816,0.326530612,0.571428571,0.46938775499999996
2020-08-24,3.630000114440918,0.014705882,0.632352941,0.352941176,0.338235294
2020-08-25,3.7200000286102295,0.088235294,0.264705882,0.647058824,0.5588235300000001
2020-08-26,3.700000047683716,0.157894737,0.526315789,0.315789474,0.157894737
2020-08-27,3.690000057220459,0.058823529,0.470588235,0.470588235,0.41176470600000004
2020-08-28,3.8399999141693115,0.0,0.4,0.6,0.6
2020-08-31,3.7200000286102295,0.083333333,0.5,0.416666667,0.333333334
2020-09-01,3.7899999618530273,0.103448276,0.5,0.396551724,0.293103448
2020-09-02,4.050000190734863,0.044444444,0.466666667,0.488888889,0.444444445
2020-09-03,4.760000228881836,0.032608696,0.608695652,0.358695652,0.326086956
2020-09-04,4.389999866485596,0.103585657,0.565737052,0.330677291,0.227091634
2020-09-08,3.8299999237060547,0.024390244,0.414634146,0.56097561,0.536585366
2020-09-09,4.269999980926514,0.028571429,0.6,0.371428571,0.342857142
2020-09-10,4.150000095367432,0.107142857,0.375,0.517857143,0.410714286
2020-09-11,4.010000228881836,0.060240964,0.43373494,0.506024096,0.44578313199999997
2020-09-14,4.090000152587891,0.0,0.523809524,0.476190476,0.476190476
2020-09-15,4.190000057220459,0.0,0.571428571,0.428571429,0.428571429
2020-09-16,4.230000019073486,0.040816327,0.408163265,0.551020408,0.5102040809999999
2020-09-17,4.619999885559082,0.038461538,0.576923077,0.384615385,0.34615384699999996
2020-09-18,4.739999771118164,0.054054054,0.648648649,0.297297297,0.24324324300000003
2020-09-21,4.440000057220459,0.032258065,0.35483871,0.612903226,0.5806451610000001
2020-09-22,4.429999828338623,0.16,0.6,0.24,0.07999999999999999
2020-09-23,4.03000020980835,0.047619048,0.571428571,0.380952381,0.333333333
2020-09-24,3.8299999237060547,0.0,0.5,0.5,0.5
2020-09-25,4.099999904632568,0.02173913,0.369565217,0.608695652,0.5869565219999999
2020-09-28,4.210000038146973,0.0,0.48,0.52,0.52
2020-09-29,4.440000057220459,0.111111111,0.388888889,0.5,0.388888889
2020-09-30,4.559999942779541,0.029850746,0.432835821,0.537313433,0.507462687
2020-10-01,4.659999847412109,0.022222222,0.533333333,0.444444444,0.422222222
2020-10-02,4.440000057220459,0.0,0.523809524,0.476190476,0.476190476
2020-10-05,4.519999980926514,0.0,0.666666667,0.333333333,0.333333333
2020-10-06,4.380000114440918,0.093023256,0.604651163,0.302325581,0.209302325
2020-10-07,4.460000038146973,0.0,0.666666667,0.333333333,0.333333333
2020-10-08,4.420000076293945,0.0625,0.5,0.4375,0.375
2020-10-09,4.559999942779541,0.074074074,0.555555556,0.37037037,0.296296296
2020-10-12,4.739999771118164,0.028571429,0.619047619,0.352380952,0.32380952300000004
2020-10-13,4.840000152587891,0.012195122,0.524390244,0.463414634,0.451219512
2020-10-14,4.619999885559082,0.0,0.594594595,0.405405405,0.405405405
2020-10-15,4.679999828338623,0.0,0.6,0.4,0.4
2020-10-16,4.869999885559082,0.065789474,0.684210526,0.25,0.18421052599999999
2020-10-19,4.630000114440918,0.038461538,0.461538462,0.5,0.461538462
2020-10-20,4.46999979019165,0.097560976,0.463414634,0.43902439,0.341463414
2020-10-21,4.289999961853027,0.064516129,0.483870968,0.451612903,0.387096774
2020-10-22,4.360000133514404,0.0,0.303030303,0.696969697,0.696969697
2020-10-23,4.389999866485596,0.020408163,0.653061224,0.326530612,0.306122449
2020-10-26,4.199999809265137,0.117647059,0.470588235,0.411764706,0.294117647
2020-10-27,4.199999809265137,0.090909091,0.5,0.409090909,0.318181818
2020-10-28,3.9100000858306885,0.0,0.736842105,0.263157895,0.263157895
2020-10-29,4.050000190734863,0.0,0.814814815,0.185185185,0.185185185
2020-10-30,3.940000057220459,0.032258065,0.741935484,0.225806452,0.193548387
2020-11-02,3.819999933242798,0.0,0.714285714,0.285714286,0.285714286
2020-11-03,3.9600000381469727,0.0,0.736842105,0.263157895,0.263157895
2020-11-04,3.9600000381469727,0.0,0.454545455,0.545454545,0.545454545
2020-11-05,4.039999961853027,0.0,0.47826087,0.52173913,0.52173913
2020-11-06,3.930000066757202,0.064516129,0.483870968,0.451612903,0.387096774
2020-11-09,3.7899999618530273,0.08045977,0.540229885,0.379310345,0.298850575
2020-11-10,3.430000066757202,0.055555556,0.333333333,0.611111111,0.5555555550000001
2020-11-11,3.880000114440918,0.043478261,0.347826087,0.608695652,0.565217391
2020-11-12,3.7300000190734863,0.028571429,0.257142857,0.714285714,0.685714285
2020-11-13,3.759999990463257,0.071428571,0.428571429,0.5,0.428571429
2020-11-16,3.9000000953674316,0.0,0.75,0.25,0.25
2020-11-17,3.740000009536743,0.0,0.363636364,0.636363636,0.636363636
2020-11-18,3.690000057220459,0.071428571,0.571428571,0.357142857,0.285714286
2020-11-19,3.9800000190734863,0.0,0.5,0.5,0.5
2020-11-20,3.880000114440918,0.0625,0.5625,0.375,0.3125
2020-11-23,3.950000047683716,0.076923077,0.307692308,0.615384615,0.538461538
2020-11-24,4.130000114440918,0.0,0.4,0.6,0.6
2020-11-25,4.039999961853027,0.0,0.545454545,0.454545455,0.454545455
2020-11-27,4.139999866485596,0.090909091,0.454545455,0.454545455,0.363636364
2020-11-30,4.349999904632568,0.0,0.421052632,0.578947368,0.578947368
2020-12-01,4.170000076293945,0.035714286,0.678571429,0.285714286,0.25
2020-12-02,4.159999847412109,0.0,0.36,0.64,0.64
2020-12-03,4.309999942779541,0.0,0.5,0.5,0.5
2020-12-04,4.210000038146973,0.027027027,0.297297297,0.675675676,0.648648649
2020-12-07,4.369999885559082,0.090909091,0.363636364,0.545454545,0.454545454
2020-12-08,4.340000152587891,0.130434783,0.47826087,0.391304348,0.260869565
2020-12-09,4.179999828338623,0.0,0.583333333,0.416666667,0.416666667
2020-12-10,4.130000114440918,0.0625,0.375,0.5625,0.5
2020-12-11,4.340000152587891,0.0,0.45,0.55,0.55
2020-12-14,4.829999923706055,0.0,0.393939394,0.606060606,0.606060606
2020-12-15,5.739999771118164,0.041958042,0.615384615,0.342657343,0.300699301
2020-12-16,6.349999904632568,0.02189781,0.591240876,0.386861314,0.364963504
2020-12-17,6.659999847412109,0.056179775,0.651685393,0.292134831,0.235955056
2020-12-18,8.3100004196167,0.075471698,0.558490566,0.366037736,0.290566038
2020-12-21,8.880000114440918,0.05,0.47,0.48,0.43
2020-12-22,10.600000381469727,0.022988506,0.614942529,0.362068966,0.33908046
2020-12-23,9.15999984741211,0.030075188,0.526315789,0.443609023,0.413533835
2020-12-24,9.050000190734863,0.068965517,0.396551724,0.534482759,0.465517242
2020-12-28,9.130000114440918,0.0,0.3,0.7,0.7
2020-12-29,8.289999961853027,0.02,0.36,0.62,0.6
2020-12-30,9.3100004196167,0.052631579,0.49122807,0.456140351,0.403508772
2020-12-31,9.079999923706055,0.023255814,0.488372093,0.488372093,0.465116279
2021-01-04,8.479999542236328,0.068181818,0.590909091,0.340909091,0.272727273
2021-01-05,8.819999694824219,0.073170732,0.56097561,0.365853659,0.292682927
2021-01-06,8.630000114440918,0.020408163,0.530612245,0.448979592,0.428571429
2021-01-07,9.199999809265137,0.028571429,0.657142857,0.314285714,0.285714285
2021-01-08,9.029999732971191,0.0,0.446808511,0.553191489,0.553191489
2021-01-11,8.770000457763672,0.010152284,0.492385787,0.497461929,0.487309645
2021-01-12,8.75,0.012711864,0.415254237,0.572033898,0.559322034
2021-01-13,9.75,0.039408867,0.507389163,0.45320197,0.413793103
2021-01-14,9.489999771118164,0.01980198,0.564356436,0.415841584,0.396039604
2021-01-15,8.989999771118164,0.043478261,0.591304348,0.365217391,0.32173913
2021-01-19,9.229999542236328,0.032786885,0.639344262,0.327868852,0.295081967
2021-01-20,11.170000076293945,0.025906736,0.621761658,0.352331606,0.32642487000000003
2021-01-21,10.899999618530273,0.043103448,0.482758621,0.474137931,0.431034483
2021-01-22,12.369999885559082,0.049773756,0.552036199,0.398190045,0.348416289
2021-01-25,14.819999694824219,0.043859649,0.513157895,0.442982456,0.399122807
2021-01-26,14.859999656677246,0.044303797,0.575949367,0.379746835,0.335443038
2021-01-27,13.9399995803833,0.029126214,0.621359223,0.349514563,0.320388349
2021-01-28,12.359999656677246,0.0875,0.6,0.3125,0.225
2021-01-29,11.050000190734863,0.053191489,0.521276596,0.425531915,0.372340426
2021-02-01,11.5600004196167,0.010752688,0.483870968,0.505376344,0.49462365599999997
2021-02-02,11.609999656677246,0.033898305,0.542372881,0.423728814,0.389830509
2021-02-03,11.760000228881836,0.0375,0.5875,0.375,0.3375
2021-02-04,12.420000076293945,0.008695652,0.617391304,0.373913043,0.365217391
2021-02-05,12.479999542236328,0.047619048,0.607142857,0.345238095,0.297619047
2021-02-08,12.899999618530273,0.0,0.581395349,0.418604651,0.418604651
2021-02-09,13.949999809265137,0.026548673,0.619469027,0.353982301,0.327433628
2021-02-10,13.760000228881836,0.009615385,0.644230769,0.346153846,0.336538461
2021-02-11,13.350000381469727,0.031746032,0.80952381,0.158730159,0.126984127
2021-02-12,16.950000762939453,0.043290043,0.666666667,0.29004329,0.246753247
2021-02-16,17.15999984741211,0.017241379,0.681034483,0.301724138,0.284482759
2021-02-17,16.829999923706055,0.028089888,0.58988764,0.382022472,0.353932584
2021-02-18,15.84000015258789,0.036363636,0.572727273,0.390909091,0.354545455
2021-02-19,17.729999542236328,0.032432432,0.589189189,0.378378378,0.345945946
2021-02-22,20.479999542236328,0.051282051,0.620512821,0.328205128,0.276923077
2021-02-23,19.15999984741211,0.06763285,0.603864734,0.328502415,0.260869565
2021-02-24,18.889999389648438,0.036697248,0.619266055,0.344036697,0.307339449
2021-02-25,18.079999923706055,0.089285714,0.517857143,0.392857143,0.303571429
2021-02-26,18.81999969482422,0.052631579,0.584795322,0.362573099,0.30994152
2021-03-01,23.59000015258789,0.033057851,0.537190083,0.429752066,0.396694215
2021-03-02,22.719999313354492,0.053921569,0.642156863,0.303921569,0.25
2021-03-03,20.260000228881836,0.015748031,0.543307087,0.440944882,0.425196851
2021-03-04,15.619999885559082,0.137142857,0.52,0.342857143,0.20571428599999997
2021-03-05,16.040000915527344,0.043343653,0.377708978,0.578947368,0.535603715
2021-03-08,13.760000228881836,0.136752137,0.47008547,0.393162393,0.256410256
2021-03-09,15.8100004196167,0.037313433,0.559701493,0.402985075,0.365671642
2021-03-10,16.190000534057617,0.042735043,0.581196581,0.376068376,0.333333333
2021-03-11,19.510000228881836,0.031847134,0.624203822,0.343949045,0.312101911
2021-03-12,22.1200008392334,0.050251256,0.628140704,0.32160804,0.27135678399999996
2021-03-15,22.219999313354492,0.032258065,0.580645161,0.387096774,0.354838709
2021-03-16,18.940000534057617,0.057591623,0.633507853,0.308900524,0.25130890100000003
2021-03-17,21.969999313354492,0.03030303,0.450757576,0.518939394,0.488636364
2021-03-18,23.84000015258789,0.034090909,0.599431818,0.366477273,0.332386364
2021-03-19,28.809999465942383,0.046025105,0.59832636,0.355648536,0.309623431
2021-03-22,27.6299991607666,0.04494382,0.595505618,0.359550562,0.314606742
2021-03-23,26.25,0.047619048,0.598639456,0.353741497,0.306122449
2021-03-24,23.049999237060547,0.077922078,0.545454545,0.376623377,0.298701299
2021-03-25,26.31999969482422,0.116607774,0.530035336,0.35335689,0.23674911599999998
2021-03-26,22.84000015258789,0.13003663,0.631868132,0.238095238,0.108058608
2021-03-29,20.639999389648438,0.057471264,0.735632184,0.206896552,0.14942528800000002
2021-03-30,22.020000457763672,0.036363636,0.545454545,0.418181818,0.381818182
2021-03-31,25.440000534057617,0.040650407,0.581300813,0.37804878,0.337398373
2021-04-01,24.850000381469727,0.149068323,0.50931677,0.341614907,0.19254658400000002
2021-04-05,27.940000534057617,0.050505051,0.601010101,0.348484848,0.297979797
2021-04-06,28.1200008392334,0.078817734,0.551724138,0.369458128,0.29064039399999997
2021-04-07,28.940000534057617,0.059925094,0.513108614,0.426966292,0.367041198
2021-04-08,30.56999969482422,0.031007752,0.600775194,0.368217054,0.337209302
2021-04-09,29.270000457763672,0.047619048,0.607142857,0.345238095,0.297619047
2021-04-12,26.229999542236328,0.078947368,0.543859649,0.377192982,0.298245614
2021-04-13,25.81999969482422,0.03968254,0.642857143,0.317460317,0.277777777
2021-04-14,25.799999237060547,0.048076923,0.615384615,0.336538462,0.288461539
