Date,RSI_DNN,RSI_HGEN,RSI_ICLN,RSI_OCGN,RSI_VGT,RSI_VUZI,RSI_XLV,RSI_^NBI
2016-09-27,40.99744940696683,45.33263680749048,51.52759541004022,51.99138601159243,58.5605525676964,60.25839227547593,49.37161310822055,59.25507046990629
2016-09-28,37.05924194464848,47.478548722862115,53.725886383647236,51.472995807318576,59.99336643073475,62.636213002428,48.44687272927537,55.47490276493069
2016-09-29,33.584914966899866,43.1052409437658,51.22410325299293,52.741611547047974,56.09100910207053,56.78223819239591,39.23671616881127,45.234728850243926
2016-09-30,39.67541797399857,39.51237520554409,46.20392569899941,52.4463073751731,58.81357668819063,52.48975363991626,45.58972660797133,49.05156890851761
2016-10-03,39.67541797399856,46.49782702591913,46.63717158042417,49.184003158753356,56.83116648866656,49.251253999756436,45.17170548734873,48.943647185776754
2016-10-04,35.86139761575326,40.79059594930978,42.57545830261818,51.82440625022239,55.39490076864427,50.350888043618,44.15432882283184,47.60345011981772
2016-10-05,35.86139761575326,38.00004909255442,50.94140511694197,53.27689944798245,58.215258715528485,50.8424890408869,46.7380578347993,50.90958568310518
2016-10-06,35.86139761575326,36.64997489230556,48.28967680497653,52.42578751040748,59.02528657662812,44.10194336959468,44.59542886052437,43.6497226934154
2016-10-07,42.7367016217702,35.299379585951854,43.736397587472744,47.079990571472166,56.470924227051015,39.51035422123454,44.19144980419425,43.42626960375423
2016-10-10,31.74332326255597,46.01215982428951,47.81278763984948,48.45225270538326,60.13872063754074,42.28374903606398,47.56765283828954,48.59936124255688
2016-10-11,37.51338148237952,44.735850986255734,41.08146160499162,47.45828267164663,50.598122610155414,43.58369292655141,35.04470466555542,38.268121081876636
2016-10-12,37.51338148237953,52.53431043578281,41.08146160499162,43.604893242733866,50.80823365228164,39.6039854599003,33.322233320150005,33.38246046125028
2016-10-13,37.51338148237953,49.78325077928233,43.28624836495547,42.072051639840566,46.69155171125158,35.94718702359392,33.64153254596186,34.689256734593656
2016-10-14,33.93089604049827,49.78325077928232,45.90238289628894,40.83533075460675,49.22330317624074,36.158797070974025,31.126625714761218,31.271700435924032
2016-10-17,28.142301193475184,43.50763694709411,45.90238289628894,38.120140233266234,47.511251381656805,34.79701375937592,29.946785323642345,31.150814214825388
2016-10-18,39.29515182376771,51.77695735723283,49.080480417013774,41.82307884557943,51.87264986934805,35.977310159172895,38.941130214874,36.19744636612494
2016-10-19,39.29515182376771,53.31031749508613,52.1102941956392,38.70517958372719,52.55199753812926,38.379788008319835,37.32447387027847,34.601049049343736
2016-10-20,36.050537721107126,48.34396267799971,49.397170269990475,40.14676500421069,50.62797623416303,35.50974292817222,40.69006037437315,38.36904660530564
2016-10-21,41.27268271732073,52.76675169243653,44.416285726747866,36.73519901259855,54.292342628204125,34.1352488525024,36.93592878222625,36.4514385521199
2016-10-24,37.93647073346598,52.76675169243654,45.88534901635157,45.370481724290244,61.29165261394992,28.247711056825175,36.131302397794364,35.45786805899148
2016-10-25,37.93647073346598,45.09105345789968,42.64828435753738,47.01030129878784,58.16387663985427,35.44243277782484,34.872608513489354,34.363623851562
2016-10-26,37.93647073346598,58.39713435530234,42.64828435753738,50.228170309495276,54.13125230354002,40.77218605857496,32.32589980894283,34.408213870616876
2016-10-27,37.93647073346598,45.7317872211584,39.42280529764805,35.967893939711296,50.42778214402943,35.1473485354249,36.15177266348083,34.81691211885393
2016-10-28,34.216291191075335,48.725768593427624,36.45374197441321,34.975682253703695,50.79034160418043,36.20053811843845,28.12520145170464,30.4545579428923
2016-10-31,28.249610199153206,46.59618111105773,39.519553226160355,44.18723934380282,50.85487213409535,42.25944559902067,26.36040978484881,27.325273621181623
2016-11-01,28.249610199153214,41.6905073890872,32.71949137084524,39.81394103897277,44.72899576539635,37.75460983739186,24.917174558076656,32.41008947293339
2016-11-02,21.67441875033467,47.62835728666764,29.69324089840771,38.229336258672035,39.828610935405926,37.75460983739186,23.56627369880252,28.682141831392023
2016-11-03,21.67441875033467,47.420343225312365,25.935658387961496,35.79638941459628,35.707269064898526,33.080606140753474,21.325087437025413,24.138156205292287
2016-11-04,28.140317745507343,42.79119710927673,25.28942964804924,35.38131528544388,34.30553550464385,26.82251497921876,26.79913053271017,31.756102418462685
2016-11-07,34.00718953216719,45.051621745456195,39.38535987274282,35.38131528544388,51.09581823977882,32.69875493684526,42.67348686836387,43.453235072894095
2016-11-08,43.876394994224434,42.82444780038956,40.77388354366398,44.42793664843329,53.889845152349004,32.698754936845255,44.13176564251483,44.18833161558916
2016-11-09,43.87639499422444,42.824447800389564,30.122575350720815,41.694764086292224,52.95108863136301,41.74148006672691,58.53865556513561,62.72768387573533
2016-11-10,58.33078883816345,45.11309873997437,26.33246023643917,36.6023517537309,44.795048892124434,46.395349744311225,61.957913757754156,65.14616929713405
2016-11-11,54.54844449995374,45.11309873997437,25.54575475489651,41.03423910970308,48.52122694638437,56.39800057134063,55.22920512829997,63.33648200871883
2016-11-14,54.54844449995375,43.35210951258428,24.147315632590114,38.61187156061767,41.592697707248675,51.840330124819886,53.93229477721715,66.08618132695375
2016-11-15,57.72744828451937,43.35210951258428,29.67518764396784,37.65434178957015,49.04810739916146,58.54113269137746,54.9675938962112,64.19569084062982
2016-11-16,63.26189678199241,43.073537749208704,27.6835690675799,39.27606241944008,53.2630045478905,59.92679935627388,53.04202192315402,59.44748469788753
2016-11-17,65.68126097613668,42.485536161353174,29.98381499398302,42.113776063906975,56.8116563880523,44.45807595113833,54.63918416596441,60.66538571635096
2016-11-18,61.33161787532008,68.58201362858915,29.379969348371983,39.55440931088716,55.47470319948257,48.413950365518474,49.7573123823102,57.16474094976368
2016-11-21,66.15860095723552,60.93993821087593,29.169100845805417,41.67508908255129,59.77130726249581,51.22008218786826,51.318689646477665,58.6254619287965
2016-11-22,58.31867268438251,66.3675720502186,32.80481815579884,40.75126717739848,60.33030475819559,55.16025745214112,45.20646605609638,53.54260802420882
2016-11-23,58.31867268438251,60.55842827120106,34.86235453600553,36.405802008197995,57.99786996854582,59.11219237406854,47.02296584369338,55.378112163622426
2016-11-25,58.31867268438251,59.43787084376808,36.43448032632056,34.80695933233078,59.26015898968211,58.01098397782436,48.84919579571366,56.12669620273761
2016-11-28,58.31867268438252,61.725944217142384,42.42074104714585,33.74302926606039,58.78451123852459,60.016386975455625,45.58966435982039,51.247017056324594
2016-11-29,50.3011145407121,59.32341450186238,38.51463119489879,33.74302926606039,59.44183803024684,55.45291264569083,48.77513275240827,51.6146322681978
2016-11-30,46.834136840824726,56.03509269226111,39.51426796253989,31.771977346445524,51.53475678973106,53.80084034613106,44.64661175240378,45.45954483557422
2016-12-01,46.83413684082472,56.7723642475336,37.23257068972551,35.80997641327877,39.27458073144457,55.237018691815706,41.76263178468277,41.72736473980858
2016-12-02,50.76943487074511,55.51906014283114,36.26605834376791,33.664330311007255,41.531798205445675,56.68705687345894,43.03083311352875,43.07950692819759
2016-12-05,50.7694348707451,63.35901875313271,40.68774795450047,37.14097055805902,47.800436107729396,48.750541475313206,42.28706096464398,44.78129670315924
2016-12-06,54.66152037416079,66.0776590450356,40.687747954500466,36.12159283947097,49.47966904507343,50.86712407815918,43.939294359803185,47.462967398908
2016-12-07,61.25839908312339,64.45136009789451,48.46283654939455,34.42570387715307,57.63022186236366,47.68578146774377,40.1002291191832,40.378356303659594
2016-12-08,64.07319027035908,66.09871530656434,46.2847983230239,34.42570387715306,59.90809881402844,45.63660517523798,41.316834890173695,42.65897791467626
2016-12-09,72.63713067417162,60.85314917543454,44.55947943889977,32.64801145359152,61.98163147774582,44.60449559396742,48.50792399088973,43.877616550868055
2016-12-12,72.63713067417162,50.60910873081856,41.634608306301324,30.289800717213648,58.9507489275243,44.60449559396743,51.07497320528871,42.16211537693257
2016-12-13,74.4060356635788,53.42370797117216,47.94295441506123,27.81687307521161,63.442775955132134,42.9160387210276,55.1601634092034,43.96926725197527
2016-12-14,74.4060356635788,53.42370797117218,39.51136897547763,28.60156110032403,59.439978764515864,48.51312473393887,52.145755894705474,44.419484983383256
2016-12-15,74.4060356635788,51.16917681704478,38.51662449965621,25.33853060600007,61.21863506469363,44.4099397709793,55.42494656754825,47.851243153578274
2016-12-16,77.96439149992189,53.08799632437836,38.17163375704122,24.51702338602857,56.89013129784175,44.409939770979314,53.24216790122368,47.85507817421574
2016-12-19,63.665758003117126,50.93263108573139,45.060706491877866,39.904263584689424,59.44572550389384,42.05278740646255,50.745580985210516,43.936212624728846
2016-12-20,63.66575800311711,50.93263108573139,42.69613036777538,38.372627384763334,60.901758662405236,42.052787406462556,50.307548880429756,46.945240083488464
2016-12-21,66.07131217997922,49.888599538592025,41.90672075552978,39.620532791913725,58.948116212060754,43.78305813049425,46.90664626436543,42.983807618193936
2016-12-22,57.825526903329305,53.48264884770592,39.54457472920016,36.81098155768817,56.40417577326458,48.729113403522604,47.78394500237354,41.86912562617895
2016-12-23,60.481209267981924,52.04693197635248,36.244371186844134,38.813517380616055,57.12490485407844,46.52500541515653,52.65176702870462,50.39177361578275
2016-12-27,67.16177113741098,47.89322447413496,40.96092075418211,40.174696194435114,59.73913776478425,48.206938358813176,53.89789229294205,48.9895768706172
2016-12-28,56.817978510967215,47.35060992911147,40.16102146351649,41.57444461735339,52.80452339862271,45.14839314467047,48.6751495945824,44.74568922728731
2016-12-29,56.817978510967215,44.12067304738132,44.80420912189791,37.34053770927977,53.13525032867693,46.069609293768906,49.85986316569197,43.61333507832725
2016-12-30,50.772092283874684,51.27882467354158,43.44287988428439,36.45213170935169,47.41056124614943,41.55956145215379,47.404913804143824,41.306599646643036
2017-01-03,59.950831345027666,52.37386442376894,48.49847922917198,35.99105056156501,52.16751104142503,48.76203849585208,55.835357206150825,49.16120048543342
2017-01-04,66.6478244284447,48.283496406401866,55.206195338380084,35.99105056156501,55.508330917906214,52.68682155061305,60.04974960512357,57.39837703931951
2017-01-05,69.40283643085311,53.83084959238317,57.343041371560396,33.99617751813109,55.91166935075815,47.94114902279783,62.56760445629895,58.15095863099854
2017-01-06,69.40283643085313,52.027842994274664,55.07935265538748,32.539459028066894,60.72561042559887,47.17841241072926,63.92776161663021,60.15901729623702
2017-01-09,66.23038708157337,52.314511661270856,56.467365324428656,31.568294417570087,61.60460984053534,40.27742983103047,65.92775782287237,64.06559914892624
2017-01-10,76.59831694200535,50.36959543605314,56.944948230775374,30.116324339318478,61.537177369834474,40.27742983103046,67.54273723556742,66.02674102592157
2017-01-11,82.41316469046724,52.28016282341162,61.08295905350881,29.153615079209388,64.69908082893522,37.71798906594343,58.88596518596301,53.98533718668387
2017-01-12,71.74702978961781,52.28016282341162,62.380841647314234,42.10779264622326,61.956589369037594,37.71798906594342,59.43037496288295,55.18322972873112
2017-01-13,76.89873721457556,47.03079130390628,60.92217019460722,47.657678115188595,64.07146620299493,39.9314401265295,60.00076532923473,56.34425483469558
2017-01-17,70.02352569292236,50.92248333761983,64.89980152640801,46.29219133027592,59.02349144709469,44.20250966551004,55.66611680448397,49.33908938011331
2017-01-18,57.55496102410306,50.55882136086145,61.174369114478466,42.37007299755208,61.27645187683473,45.25059250180306,54.60410660377942,52.15770885533995
2017-01-19,60.10504018005399,41.865266856527796,58.29158712761221,36.29818125495259,58.670944878235346,39.637885511922114,49.5170209749923,49.14747965801111
2017-01-20,60.10504018005399,41.865266856527796,59.820861519320175,35.79595971578342,61.91651075057061,41.85691225020382,47.606503472962096,47.694154801139085
2017-01-23,62.70377424473204,40.95773474775439,59.820861519320175,33.78250672644283,62.2027930706596,41.044438812857315,44.619597539382056,44.849821704036316
2017-01-24,66.60787447966293,36.93401521274147,61.97673238354513,36.66010883435156,67.98970605961922,40.204027127068244,40.13131985584801,43.95731275707016
2017-01-25,63.73396893692795,35.332001134031294,65.00958052822436,39.49188021960543,72.57852269351855,36.945322457505256,47.79013249816866,47.838681963227586
2017-01-26,62.28687458724542,26.165307778767456,59.08805776115015,39.49188021960543,70.03447085927004,36.94532245750526,42.882148871783585,46.10406240066254
2017-01-27,59.382841645201964,24.211085349291302,59.08805776115016,38.17238095184278,71.2551617475887,38.39314357007456,48.853167476897724,50.19417981903399
2017-01-30,56.543781880669584,25.592195672364205,52.02233733255767,43.2750618361608,63.240352317262975,36.583887424822905,45.77900237624431,45.26012580163882
2017-01-31,58.671657460957036,24.78163201998102,53.35715856882144,45.222503242847495,59.04524540288815,36.5838874248229,55.60171303124204,54.879258522840026
2017-02-01,53.07417337582315,27.262604832209007,59.95586770575686,55.167739389956935,62.98955185865551,41.388828862578286,59.90096133598518,57.60625693991972
2017-02-02,53.07417337582315,33.41225204478371,59.13684858907883,65.3345730964596,63.240917610753,39.253514438913335,59.69688647746373,56.632266449099745
2017-02-03,54.337265859370554,36.524257481976626,63.43989043337351,50.84710192990204,67.30625238680666,38.192533194783465,61.865866049504504,59.95833368572855
2017-02-06,55.6236252216159,32.96857017304306,55.56345491546087,47.854163463534036,67.97929131259659,39.940743967686736,62.42783130381698,60.242664248711755
2017-02-07,55.62362522161591,32.73974042691899,53.42067728806826,49.87609211862534,69.69608091199336,38.76009085190969,62.94241216130406,58.50512398934963
2017-02-08,59.58487608750532,37.849852145576726,56.99293168097023,56.15349050060418,70.5104372430785,37.56425979562511,61.51659677896249,57.906639642739975
2017-02-09,57.73483289356874,36.49266635424045,59.2373729757404,54.91898762917929,72.76732274500264,32.2128604214771,63.614633895534254,61.26238279204158
2017-02-10,62.720877743066296,38.8538455565909,64.6941399514936,54.91898762917929,73.82869002767588,42.75228479633425,64.72965556125246,60.590072308266585
2017-02-13,64.94750975893537,41.20785947193582,68.04454566729771,56.039828835158914,76.15336433657949,37.517417455384766,68.04417256690573,62.96623934863887
2017-02-14,68.03193189294166,39.56741244692319,70.31945928019685,51.87307859022003,77.55491361620746,33.93728765836396,71.74809971285202,66.65692967478873
2017-02-15,58.75261353244626,39.5674124469232,72.10185526683179,54.88357458393378,79.18104365586552,35.59203295526293,75.91486557944536,71.5334373780313
2017-02-16,53.993962196191156,39.5674124469232,72.80536258233458,52.07704348809714,79.673211141755,44.56424047994222,74.41857352637146,67.34817452686389
2017-02-17,55.29379626782192,39.177822136282906,73.16964067415435,52.72785831695715,80.73587759677736,42.44188004225643,74.95028617795273,68.79261764517192
2017-02-21,50.668719440725205,36.47077483783127,76.55236525309421,53.40925215453929,82.70796780075605,35.98270072056437,76.673230783463,65.21125878634741
2017-02-22,49.191661725777216,35.71152799908502,69.90810195531408,49.5624365936002,83.10868514665957,35.159492677958895,74.82569534868895,60.2820957255575
2017-02-23,46.28550824162869,30.867367315708634,67.21546882980824,47.3584011744397,79.49117517072955,33.50833873509764,77.67026554960565,58.9471274044797
2017-02-24,42.25313572163177,33.637185409196576,60.52124002145797,46.61427523412887,80.29562416071602,53.49842846508614,79.34582716861527,59.77043543246865
2017-02-27,47.20629646464584,31.275631524802215,61.04353507303514,49.193428100897776,80.38772186381097,58.96856042092562,80.89008655145584,68.79616630156997
2017-02-28,45.796206098329115,36.10644166398197,56.98421424961455,47.54433541195453,70.66931683404,54.98798931213172,78.26433597197317,66.51063312935148
2017-03-01,43.02791355758923,36.106441663981975,61.896011244517744,48.47441130869346,77.38403538959292,61.31544763263154,81.49820422324322,70.18044761548248
2017-03-02,41.671547849745146,32.34008672666947,56.49289894430618,51.26604280273154,68.37007028083184,61.31544763263154,77.5234237216542,67.35491903755637
2017-03-03,40.30333163211618,32.34008672666947,58.71091508910512,51.26604280273154,69.25710878377411,66.73815449628377,78.90820634464023,69.96790627160759
2017-03-06,37.641422538096656,29.4863343863474,53.56452105041032,47.30296183455853,67.05591906621599,63.54076965003339,74.15228807387277,64.47171153421675
2017-03-07,41.7822966182804,41.9075058041432,54.78402674551606,48.377376809146405,67.5447047218831,59.45096682323372,66.28884338395417,56.624386927393985
2017-03-08,41.7822966182804,41.9075058041432,52.554431195327524,54.38649349981625,68.28180672237055,59.450966823233706,68.33567871759936,59.742300320497996
2017-03-09,38.794600163501045,37.63592254966316,47.678493946596454,60.350932828094436,67.45678802746964,62.911689100204306,70.93322828267597,60.7384302613801
2017-03-10,41.063841451426605,37.63592254966316,49.13064814776927,62.40949799178238,70.74047289950477,64.22687570504408,72.64270477667597,62.98403931829718
2017-03-13,43.3266835430358,37.63592254966316,53.94834375027568,63.85313416773594,71.54706476397729,66.7652651587185,71.70302917216252,62.78884279481793
2017-03-14,43.32668354303579,29.99802582309193,50.28503264209982,54.78914247097043,67.43215325705725,58.88999462033119,67.32655510051488,57.757609398280266
2017-03-15,47.96116006763438,42.5531762519193,57.707687356226714,54.78914247097043,71.53057720519895,59.62271760627043,73.28454976386423,62.97463634302116
2017-03-16,47.961160067634374,40.59303293718861,60.85473000863551,55.70075913107555,73.09911241266185,58.49984197078548,63.56169899545133,56.30581493366886
2017-03-17,47.96116006763438,43.40073683089037,58.510347045013155,56.64226022043136,73.18506412190729,56.219401613916396,56.08928169969024,51.232786193682536
2017-03-20,43.516578781893315,37.98706135625869,56.17958762987962,48.82041027906405,73.99099287190907,50.879514345297736,54.97959317620034,53.27600594707509
2017-03-21,36.27599070412351,35.919161072841405,45.19321303907681,39.5725201795352,53.08643174717436,40.190699971861946,49.34096594938045,42.68745721021279
2017-03-22,33.293150598237176,35.919161072841405,43.57376253241106,38.852001695954925,58.85931545650783,43.15837187482611,49.52996428805395,45.34721535773408
2017-03-23,41.11470480303982,35.17883200236663,43.57376253241106,45.288728534326935,56.416652234361834,42.403096363552386,47.342945790112104,43.740110980068145
2017-03-24,39.45405946435967,31.351453507004056,45.094957229361874,46.30326749195743,54.42636053146642,40.13395768588388,47.774847179479835,46.082729443409015
2017-03-27,44.29970753364729,39.70104925911206,43.822664134315104,50.275219121285986,55.05866991525211,38.649064586819975,49.98375330986081,50.41085213049443
2017-03-28,44.29970753364729,36.06703877496305,49.222463560161366,48.34945810758434,60.542196133582316,35.7964757013434,50.54693506792722,48.7114719649034
2017-03-29,46.77007774521012,37.90339479392646,51.37939745198102,54.86585010610909,62.248985275993476,35.099019769899115,50.785592524979464,52.13167065243005
2017-03-30,46.77007774521012,38.53713469937115,45.79312220795544,52.815583892627096,63.0030089512283,43.41081825763313,50.91319729088131,50.53124403890206
2017-03-31,42.40746885072909,35.06830249365062,50.1691587570736,50.77234092312337,62.52281423822279,44.5042403058663,48.0936971660798,50.41180707741669
2017-04-03,40.379355343335654,35.06830249365062,49.45259316131368,43.51979018130471,58.669294390908775,39.56456085807855,48.96330836077356,46.91579430458779
2017-04-04,43.29960942489276,31.423413747350793,52.38228540957396,52.62882154670883,57.90066443082509,36.64444561978087,48.381333935367614,47.86006078798849
2017-04-05,41.130067354587815,35.05795958227941,45.93163666308233,46.20829317303231,53.29526551311017,41.309394752494505,45.06465297880596,42.09468499797841
2017-04-06,39.02432984030719,58.65584512002522,45.93163666308234,49.524076083197954,53.780044810166125,43.54759191886892,47.265159146298515,43.47972409753694
2017-04-07,39.024329840307196,54.00641204277434,45.931636663082344,51.14562586568723,52.89317727912679,42.671352235708945,49.44605987927333,47.341974383614854
2017-04-10,48.243653227625174,54.36059056765088,50.9600824788236,55.03470262127317,52.172431680497475,41.766316985338435,47.18298710929864,45.75616806001379
2017-04-11,53.31173513606213,60.85339165123569,50.12337965761152,54.10698565914319,47.493401867987764,40.83363002735905,45.57843264652097,43.962658887642995
2017-04-12,48.22608264908035,56.5235112372913,48.41138160156763,54.10698565914318,41.59550160593441,39.87469832707244,45.57843264652097,44.49922570585957
2017-04-13,43.73324946589764,56.5235112372913,42.88986373818864,54.98699294215585,37.92061781384176,36.211472806098996,42.401091799186155,48.99042147894459
2017-04-17,43.73324946589764,58.24627493451771,52.82345913682378,50.311765380068664,49.926493437438346,39.21819623776203,47.95368331270836,48.79162060343803
2017-04-18,43.73324946589765,51.63586160699049,46.95926924604944,45.24797779811328,49.680148470330565,38.24744936013936,36.565328652753685,43.5399826988115
2017-04-19,41.32880259694686,53.529098612420725,43.69434441677452,45.247977798113276,49.85768571255928,47.95825623677561,40.68559467996576,46.04336957215011
2017-04-20,41.328802596946865,52.64142060206398,45.33169040459056,43.405551460696614,60.15749485965198,44.71304510533541,48.25381034491955,48.868147208579884
2017-04-21,38.85147787623476,51.268056883252896,42.659840874702816,43.405551460696614,59.19474432331169,46.02416896325637,42.64826934624869,43.761777666035954
2017-04-24,36.495600292614924,55.441135948805766,50.5126790339029,40.53429832393732,68.85706171395955,46.024168963256365,52.50604088458085,52.17353261208484
2017-04-25,36.49560029261492,54.43708878877378,52.60957424065573,49.0099633811557,72.20417529419748,43.6245132553008,56.070532141363486,58.2612004645292
2017-04-26,40.668158203803,45.1841423995252,49.59233068531946,51.65993623230446,69.18936589775241,52.88395549706291,60.192794632421666,59.04549548413661
2017-04-27,31.696792676914576,53.66564763671602,46.70745675454638,54.222042817784164,72.47679418451463,50.339918773963355,61.70314519020877,59.62176879284661
2017-04-28,26.903259310180044,54.03040557686931,46.70745675454638,53.0117085060422,73.23659649154371,46.71008501527244,63.56405056832283,61.051748378508066
2017-05-01,26.903259310180044,40.347900531641415,52.33493712641638,49.44582710689717,77.2330613333682,45.53152624887164,65.11571076450629,63.9915700555792
2017-05-02,30.940732506599183,44.50952920117009,58.99613681755632,54.891887407583795,78.03086111350146,43.18468891466976,66.98605601075785,60.99984498839112
2017-05-03,30.940732506599183,39.16014568144918,56.44753593459559,51.31962202763939,75.4874933267788,46.17254261972342,60.80071222664757,56.22276965190813
2017-05-04,25.953128375539848,39.9375379295294,53.93819678744652,47.95847551026633,76.1570251902674,44.901080718725396,65.444339263325,60.04484431438315
2017-05-05,24.533470174998214,41.15219995282694,62.83453678227004,49.153902909343145,78.23750192756329,46.488002092916744,64.78314994893964,53.865504526398354
2017-05-08,38.92487311711369,39.710764792766994,52.01551443249288,50.38135011574803,79.6221373733055,49.61366303387588,57.4400073270355,43.452207247594856
2017-05-09,37.02398479047782,39.71076479276699,57.29466205889473,47.89125412816864,80.47603553385764,45.33597677144077,58.41207760083172,49.26027942785106
2017-05-10,37.02398479047781,40.674754972340175,57.794727430330006,47.89125412816865,81.96786349941144,41.484075750330014,55.09915757531647,47.487342170255125
2017-05-11,37.02398479047781,40.674754972340175,52.49861959985983,52.016944690858814,79.70217766862629,35.06689672720166,55.592343573431116,47.19871703178817
2017-05-12,37.02398479047781,42.28027221397937,55.258234540044405,45.544678531651286,80.87097278355898,33.754824071820686,53.53426245293886,49.11640746579402
2017-05-15,37.023984790477805,38.53647786014051,60.234091068580376,45.544678531651286,83.40420562452312,38.035136002155525,59.60442725370305,51.687033717121665
2017-05-16,41.18447758193364,33.997723783102956,57.480325837825,45.544678531651286,85.16706720616733,44.474554443613094,55.02310169009053,53.64144896040569
2017-05-17,32.060494228981185,45.785859985432324,51.180851322171286,42.26089673185926,53.44929632258294,50.063211656989345,42.90020622347072,42.084127480502154
2017-05-18,32.060494228981185,54.83490379599524,42.6279110767423,49.34114830645287,56.31979340320379,50.063211656989345,47.08526307556,49.136664953866735
2017-05-19,45.94819857167754,49.819959850854126,49.5683988130927,49.34114830645287,59.48511311325052,51.479168206895466,49.61599000748133,45.931610144589776
2017-05-22,41.392221762379876,47.16547307410782,49.07656949386856,46.40784932119465,64.50567118017486,49.95377326848086,51.97196502828967,47.40739307611774
2017-05-23,41.392221762379876,43.142732602240926,53.08679627117383,46.40784932119464,64.89343041519898,52.9561837974858,54.81607670988643,46.67286045264947
2017-05-24,37.123205125271014,41.67062542842846,54.060820061513596,44.71230288452163,67.14782213572094,54.428314740680946,56.90473686428496,47.17367797884593
2017-05-25,30.375604562537102,45.66394924865982,56.94853637008316,41.86697214067248,70.52561933486736,49.430854646398245,60.619344623739394,46.22007813388373
2017-05-26,39.28853191299817,44.04044440246552,56.31316381178081,43.89078396544722,70.52561933486736,49.430854646398245,58.50730948009266,42.32272430328909
2017-05-30,34.52838960693192,46.104023631722306,55.644646680429275,45.91838057507143,71.5774496738627,51.16429398991862,56.83184473859145,36.29009975602625
2017-05-31,34.52838960693192,41.490448314864594,53.58910415088444,37.22613223899398,68.64609595989285,47.64649708246184,60.180967953131024,40.096158438965745
2017-06-01,34.52838960693192,41.17350974241179,54.788184938299345,44.73675318005964,70.92238785736966,45.94550019263616,67.73016531704974,49.76632167100721
2017-06-02,34.52838960693192,41.65349346684082,54.788184938299345,54.90502689476568,74.63698464706106,44.24446977859255,71.22698148242034,56.920129611448324
2017-06-05,34.52838960693192,40.23918118769642,54.788184938299345,48.097487201267505,75.04988610923672,44.24446977859256,67.74830330009416,53.68085932116078
2017-06-06,32.620112996626766,44.78216014272534,53.91824692056356,49.447505821039236,73.12674337578441,44.24446977859255,64.80471120340641,51.63380241711314
2017-06-07,27.67806365549771,52.551150019833415,48.90125364906071,45.614361013566594,74.08045945088013,52.94745635075445,66.53542350563247,52.25146939218532
2017-06-08,34.77291390983751,45.30514625218276,50.55285600346031,49.80478385182591,75.78672685545997,58.21542292964514,63.03809978518029,55.0299769364609
2017-06-09,38.04556445225508,45.30514625218275,44.374364876824735,52.43592560152548,50.77329048713632,64.00245073685437,67.39986636919616,53.23138440693145
2017-06-12,38.045564452255086,44.18938746491842,44.37436487682474,47.11643110880932,46.389712613615856,61.70175240135247,65.79196825310609,51.703309190222804
2017-06-13,41.45239221152852,47.875897934253295,44.37436487682474,54.56256312960951,51.51778106967618,66.83702296187015,67.14265067797866,54.142773139264264
2017-06-14,39.13485767522941,50.094660411233235,44.37436487682473,47.378416314345564,48.19463205074616,71.90770875714716,70.08420247893014,56.809848697041254
2017-06-15,34.92879667965016,45.887568935586486,38.109537080045016,46.284587534592106,45.63560024690401,58.43641376526407,68.65316264242138,51.92998160497262
2017-06-16,34.928796679650155,45.072271088257224,43.48038611923546,41.166910515536344,44.7570446447418,52.39585434735153,65.41635176932313,49.541507748198185
2017-06-19,42.14076575814787,44.22605746423508,46.481310790840794,47.42704351185929,54.20941629086498,58.210883603431206,71.84846893860043,61.064574420968064
2017-06-20,37.647280591955166,45.867794576398666,30.688442433649133,51.84180320245749,49.435914669164134,60.29990521500448,73.54906827837922,65.48917050551506
2017-06-21,35.60308449484358,42.708782236139754,35.086897023256334,53.92515154040143,53.03593417710432,54.43850167213419,78.842839165584,75.26235967610032
2017-06-22,35.60308449484357,42.708782236139754,42.197488305972655,61.16263361052457,53.83868064762568,54.43850167213419,82.05330712043553,77.54107347650522
2017-06-23,48.56042799177155,38.33451353890384,45.07706152475849,65.53527525137713,57.237714053929956,59.05445124486406,80.15948549244453,77.80077898127227
2017-06-26,48.56042799177155,38.33451353890384,49.791061986692355,65.53527525137713,53.73888845564454,61.172593354891255,78.85277019972769,75.93932284206339
2017-06-27,41.327405925882566,37.01545626394731,47.89379301700736,59.10397068068532,44.593410138108155,51.19109304089587,67.96548612308283,61.09772890498895
2017-06-28,44.30534034976338,36.12308051649646,54.708440194767384,57.88056557103551,50.021464838377426,55.64487618323499,70.49003110584677,66.25399968142051
2017-06-29,47.191794346142224,39.27619941161925,45.89404094207388,61.328731126577196,42.17316446095045,51.82527321271685,61.42858283996886,60.046519275776866
2017-06-30,47.19179434614222,34.266777712965855,49.946914640806014,56.3598344041189,41.646772499537754,58.91233430355418,60.17333660373284,57.27936751707304
2017-07-03,52.858777669963274,38.129584793125844,52.15247838814282,49.83717250163342,38.5386397351878,61.524707203450376,61.25839174164662,58.35096328366305
2017-07-05,49.97125052128105,38.129584793125844,47.63183020545184,51.83805544032858,44.20325440712856,61.524707203450376,64.73225779517435,62.14835748092818
2017-07-06,47.19482076530235,33.15796246013752,49.40301114196425,50.748086722143235,40.64526386518234,61.524707203450376,53.42618033460379,55.54311667994678
2017-07-07,47.19482076530235,29.74110171515809,50.60247520930522,46.53330323305854,47.23580246005795,66.79791080111491,56.59665320863239,57.43991990823544
