Date,RSI_DNN,RSI_HGEN,RSI_ICLN,RSI_OCGN,RSI_VGT,RSI_VUZI,RSI_XLV,RSI_^NBI
2015-08-20,37.032594423020264,29.56846284322451,27.282489251715198,44.51055896466235,35.56035371643978,28.178578266976835,37.60573831630995,32.85261351284137
2015-08-21,39.69928229364139,29.331351799699334,23.638119529541527,38.58270149994254,26.78699656569715,28.054598194326434,28.359043972020316,28.130314004363616
2015-08-24,32.32736293132222,29.331351799699334,19.31575645744757,33.743151028766576,21.46268734677643,27.40535047569978,20.89277627263111,22.732575946415754
2015-08-25,31.084134698196596,31.866027018715688,20.4348945179306,38.39362591863906,20.23208515951883,35.161837485848054,19.633432420411545,24.14738239831925
2015-08-26,31.084134698196603,37.31398360902394,29.24280415375297,40.29385412768092,37.86577560247243,31.26457087621372,36.719262191928614,37.974804665278036
2015-08-27,39.217168304691896,38.4910002405245,40.09762481282852,47.102668765561596,44.54914073149311,31.26457087621372,42.994862107782126,43.48075435266276
2015-08-28,46.07109757304579,40.88181341158463,40.86885965026209,48.72765666366606,45.12699429127556,31.110757269014982,41.67259151579278,45.070073046196654
2015-08-31,46.07109757304579,46.98458457983077,36.63578960257673,49.14822723020985,43.27275823851168,35.54985795987723,37.68467052098433,39.76681663416859
2015-09-01,46.07109757304578,46.5144873146012,32.31088428544039,46.09432095847811,36.93062346348564,33.92023679948532,32.89689304105472,36.17393782018847
2015-09-02,42.11673578682123,43.252200918138314,36.35645763638017,45.286218889081354,43.299509097528514,36.698012299299315,39.23363532242119,43.97413641363517
2015-09-03,47.01441419877871,72.5618304783425,35.894396110163115,45.286218889081354,43.564048818026656,37.4064197984958,37.8680136890236,40.83607210281205
2015-09-04,43.08814782586413,82.30481426682346,33.03111737409448,43.73021668153578,40.56769297856612,38.87963575987139,35.54934477169295,40.516461628589134
2015-09-08,49.85315240597497,67.54511969032922,42.18082555000602,50.065191530483474,47.893099431076806,51.23896131185403,43.73690829160621,48.78442306516547
2015-09-09,44.195594141446236,70.12115996161688,41.48326349592227,50.564654505926185,45.2250755452261,59.59742084113903,40.58480987463316,45.145083584242236
2015-09-10,44.19559414144625,69.88222625740849,43.97758384046645,47.736489211544544,47.75287665367707,60.74171174957017,43.290278272678805,48.59790063071372
2015-09-11,40.63053096181485,71.45354083877413,43.57750928524414,37.475916396390325,49.01970605910287,62.99884558285369,45.098492491413445,50.93190540737562
2015-09-14,38.939197312044875,67.89322406596558,41.93415030427521,38.04952396302507,48.26354326307681,53.36209534543917,44.353915734228664,49.92395401243092
2015-09-15,37.26847932771861,67.89322406596558,43.92673655068886,39.249917274416205,51.762652635511465,56.05118728472789,48.553416411918434,51.99053358047502
2015-09-16,42.57524580119049,60.191273053750436,48.294333821373826,48.17230253847873,53.24444940754086,57.66873962238913,49.36829186069473,51.02660073458944
2015-09-17,40.720387446105185,56.41191954140009,49.09498551805669,47.94251331606586,51.539429259736124,55.73570811285482,52.027666737244374,55.04221218245699
2015-09-18,40.72038744610519,54.253923203536914,43.10498953007114,47.69748716756268,47.78140033289369,60.61070107749838,46.52180149202164,51.28790465164547
2015-09-21,36.98309682691546,49.004911623213246,43.69680503202713,42.13209226722815,50.331530215530464,53.47541540285399,43.12480302682481,42.85893876541107
2015-09-22,36.98309682691545,45.03458151524868,39.09793813389994,33.95444042286497,45.7461637791525,51.07708666261627,41.627387113390576,40.260808560714906
2015-09-23,35.11427703734992,47.13133420745349,36.35123467330858,30.121933819752044,43.53161612881638,51.07708666261628,41.37552035388613,39.411883280364506
2015-09-24,35.11427703734992,41.807132700284086,35.58209094484221,26.961664510327825,43.2631133515487,60.35629440558636,38.810519664395606,36.488447525787215
2015-09-25,31.430332108154985,37.6680960824686,35.94694720135605,28.164101289963455,42.58421442281449,58.49759957653987,32.98030486761559,30.468421646947018
2015-09-28,28.23972124289095,34.75647898385663,31.524108322304283,25.55854336938026,36.47214091727186,52.975912238305234,26.969497520154857,25.369223688758257
